sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
5.0302;1.9124;18.8585;2.4996;-5.1819;7.9417;2.5306;7.0943;10.9169;1.1377;1.2285;0.3372;0.0;-27.78;-22.98;-38.04;177.9;33.61;-34.37;8.0;997.68;56.917;44.235558;-76.48891;258.06;NaN;;14.44;22.580645;65.7;7 / 25;11521;2020-11-11 01:08:56:273
-7.4771;7.9697;5.4223;5.6125;-7.001;3.9568;-13.748;17.578;-1.6781;0.6312;0.9651;0.4996;0.0;-25.68;-24.9;-37.92;198.41;45.55;-54.82;8.0;997.61;62.5;44.235558;-76.48891;258.06;NaN;;14.44;22.580645;65.7;7 / 25;12021;2020-11-11 01:08:56:773
15.8664;10.723;14.3024;4.4778;-3.9136;7.7977;1.922;4.0518;1.1632;-0.9262;-0.8277;0.0599;0.0;-24.96;-24.42;-38.04;176.07;23.52;-29.87;8.0;997.63;53.75;44.23558;-76.48888;261.29;NaN;;10.8;22.580645;50.6;7 / 25;12521;2020-11-11 01:08:57:273
0.079;-4.3628;3.459;4.5364;-4.2794;7.5682;-0.3897;2.7896;-15.1776;-1.7936;0.1073;0.3704;0.0;-28.68;-23.04;-37.02;159.28;17.19;-21.59;8.0;997.76;55.109;44.23558;-76.48888;261.29;NaN;;10.8;22.580645;50.6;7 / 25;13021;2020-11-11 01:08:57:773
10.3382;-3.2232;4.8908;4.9545;-0.6915;8.4348;7.5169;7.2798;11.1779;0.1886;1.6219;-0.8208;0.0;-29.1;-23.82;-35.64;166.0;4.04;-30.43;8.0;997.82;59.177;44.23559;-76.48883;258.06;NaN;;11.7;22.580645;74.2;7 / 25;13521;2020-11-11 01:08:58:273
-5.6192;3.6314;1.7831;8.4531;-4.4485;2.2196;-23.8789;15.6001;7.2417;-0.2357;0.7483;-0.5728;0.0;-26.88;-26.16;-34.92;214.66;26.98;-75.29;8.0;997.66;51.877;44.23559;-76.48883;258.06;NaN;;11.7;22.580645;74.2;7 / 25;14021;2020-11-11 01:08:58:773
-6.517;4.3664;19.6127;8.1645;-4.4998;3.0436;2.4945;14.2388;3.7099;-1.8075;-4.6643;-0.7113;0.0;-25.62;-26.52;-35.64;211.05;27.31;-69.56;8.0;997.65;49.749;44.23559;-76.4888;254.84;NaN;;8.57;22.580645;84.7;7 / 25;14521;2020-11-11 01:08:59:273
3.3758;-4.0707;-8.8232;3.9205;-3.0211;8.466;-3.2429;-2.3809;-8.0524;-3.012;-1.3816;-1.196;0.0;-26.22;-22.8;-38.22;168.0;17.94;-24.85;8.0;997.6;50.491;44.23559;-76.4888;254.84;NaN;;8.57;22.580645;84.7;7 / 25;15021;2020-11-11 01:08:59:773
13.3285;6.854;19.6127;5.0688;-5.9276;5.9449;-4.0393;14.2397;13.6679;0.7148;1.6629;-0.1963;0.0;-27.48;-24.3;-36.84;184.24;37.19;-40.45;8.0;997.63;52.356;44.235607;-76.48875;251.61;NaN;;12.67;19.35484;78.0;7 / 25;15521;2020-11-11 01:09:00:273
-15.7299;10.6775;11.1827;5.4527;-5.7132;5.8136;-11.9386;11.2671;5.1369;2.2181;2.044;0.7819;0.0;-27.36;-25.32;-36.24;207.84;39.14;-67.78;8.0;997.56;45.371;44.235607;-76.48875;251.61;NaN;;12.67;19.35484;78.0;7 / 25;16020;2020-11-11 01:09:00:772
-0.4429;10.9648;3.9211;6.6302;-6.066;3.9262;-15.0674;8.371;15.6865;-4.3146;-1.1686;-2.3249;0.0;-25.38;-24.3;-38.16;174.67;24.82;-28.54;8.0;997.66;47.113;44.235603;-76.4887;254.84;NaN;;12.89;22.580645;82.8;7 / 25;16522;2020-11-11 01:09:01:274
5.7796;-1.8968;-1.8824;3.1698;-5.3069;7.6131;1.7981;2.0957;-16.3334;-1.1806;-1.4679;0.6666;0.0;-27.54;-19.38;-39.06;158.75;28.27;-17.58;8.0;997.62;58.136;44.235603;-76.4887;254.84;NaN;;12.89;22.580645;82.8;7 / 25;17021;2020-11-11 01:09:01:773
9.7013;-3.228;19.6127;1.4647;-7.4973;6.1495;3.1705;7.7193;13.4632;-1.0304;1.008;0.0772;0.0;-25.44;-11.46;-43.92;162.29;49.86;-13.4;8.0;997.64;52.713;44.235615;-76.48865;251.61;NaN;;13.43;25.806452;73.6;7 / 25;17521;2020-11-11 01:09:02:273
-9.5433;7.7973;7.2754;4.6353;-7.991;3.2906;-12.8522;16.4156;-0.8826;2.465;1.9713;1.1465;0.0;-24.84;-10.38;-45.42;206.99;54.57;-54.63;8.0;997.62;37.839;44.235615;-76.48865;251.61;NaN;;13.43;25.806452;73.6;7 / 25;18021;2020-11-11 01:09:02:773
19.6127;5.36;19.6127;4.9959;-5.3724;6.5076;-14.7259;9.8681;13.1051;-1.9971;-1.3585;-0.3561;0.0;-23.58;-17.34;-43.44;183.09;21.94;-31.31;8.0;997.64;49.973;44.235615;-76.48865;251.61;NaN;;13.43;25.806452;73.6;7 / 25;18521;2020-11-11 01:09:03:273
7.2832;-0.6087;7.115;-1.0662;1.4404;9.6415;7.0301;-5.844;-13.7817;-3.0717;-1.1617;0.049;0.0;-26.52;-19.92;-38.94;102.72;-19.69;10.98;8.0;997.6;53.253;44.23564;-76.488594;254.84;NaN;;13.93;22.580645;64.5;7 / 25;19021;2020-11-11 01:09:03:773
3.8571;-9.9629;2.2332;-2.6503;5.0249;7.9936;22.1798;-4.7549;11.6191;2.9218;1.7191;-0.5127;0.0;-32.04;-19.92;-34.98;113.04;-8.9;4.61;8.0;997.59;55.565;44.23566;-76.48854;258.06;NaN;;12.31;22.580645;65.8;7 / 25;19522;2020-11-11 01:09:04:274
-3.6392;5.6401;10.1412;0.2871;2.4074;9.5022;-3.4762;9.4864;-1.1543;2.2738;0.489;0.7172;0.0;-31.62;-22.8;-33.36;130.42;-0.47;-8.69;8.0;997.66;57.077;44.23566;-76.48854;258.06;NaN;;12.31;22.580645;65.8;7 / 25;20021;2020-11-11 01:09:04:773
-6.1746;9.4637;19.6127;1.5274;2.457;9.3702;18.0853;8.5797;10.2425;1.787;-0.6107;1.4964;0.0;-32.94;-22.8;-30.54;115.69;-14.51;-9.26;8.0;997.66;54.228;44.235672;-76.488495;258.06;NaN;;13.36;22.580645;63.7;7 / 25;20522;2020-11-11 01:09:05:274
5.7413;-6.6708;-5.5288;-0.3797;5.158;8.332;0.3749;-12.9756;-11.4187;-2.9953;-1.469;-1.1414;0.0;-33.0;-22.14;-31.26;95.34;-31.73;2.61;8.0;997.67;46.862;44.235672;-76.488495;258.06;NaN;;13.36;22.580645;63.7;7 / 25;21021;2020-11-11 01:09:05:773
8.1882;6.3799;19.6127;-0.4485;2.0534;9.5788;15.4003;-2.3413;-5.8181;4.5769;0.5776;1.4264;0.0;-33.18;-22.38;-32.28;139.51;6.39;-16.61;8.0;997.67;50.76;44.235683;-76.48846;251.61;NaN;;13.5;22.580645;64.2;7 / 25;21521;2020-11-11 01:09:06:273
2.8371;9.0327;13.4644;4.39;-3.2902;8.1285;-9.8511;10.0748;-2.9984;1.3366;1.1329;0.0621;0.0;-30.24;-24.96;-34.32;164.82;18.06;-28.46;8.0;997.65;48.098;44.235683;-76.48846;251.61;NaN;;13.5;22.580645;64.2;7 / 25;22021;2020-11-11 01:09:06:773
3.0646;7.4669;19.6127;3.1293;-1.9072;9.0962;13.4146;12.1658;10.5165;-4.8906;-3.1276;-2.1971;0.0;-27.36;-26.22;-35.82;137.4;-0.35;-5.1;8.0;997.61;48.244;44.235695;-76.4884;251.61;NaN;;13.46;22.580645;70.9;7 / 25;22521;2020-11-11 01:09:07:273
6.2201;-2.7252;-3.9869;3.9748;0.5083;8.9506;-3.5534;-4.8735;-10.7828;-2.1625;-1.1454;-0.2253;0.0;-27.78;-25.02;-36.0;154.16;-2.97;-23.94;8.0;997.63;50.353;44.235695;-76.4884;251.61;NaN;;13.46;22.580645;70.9;7 / 25;23021;2020-11-11 01:09:07:773
8.3917;1.0481;18.6239;2.6113;-0.0641;9.4524;0.9585;-2.4792;6.3823;-0.62;-0.9547;0.7478;0.0;-29.4;-21.66;-37.38;140.91;0.37;-15.44;8.0;997.64;41.83;44.23571;-76.48835;248.39;NaN;;13.79;22.580645;70.7;7 / 25;23521;2020-11-11 01:09:08:273
-1.7286;5.1685;2.8892;4.1582;-6.2075;6.3519;-8.1709;7.0449;-7.1521;0.7491;1.4314;-0.1973;0.0;-25.98;-17.52;-42.66;181.17;38.51;-32.22;8.0;997.64;40.148;44.23571;-76.48835;248.39;NaN;;13.79;22.580645;70.7;7 / 25;24021;2020-11-11 01:09:08:773
0.7757;7.3688;10.012;2.4742;-8.9279;-3.2158;-0.5085;11.1395;22.8285;-1.2141;-0.2037;-1.4477;0.0;-22.86;-14.22;-46.74;258.01;80.41;-106.45;8.0;997.8;48.667;44.23573;-76.48832;241.94;NaN;;11.2;22.580645;62.4;7 / 25;24521;2020-11-11 01:09:09:273
0.9673;0.0617;0.3274;-1.127;-9.2327;-3.1075;2.6616;11.0613;6.7581;0.5326;0.2879;0.6426;0.0;-22.44;-14.76;-47.1;317.78;74.98;-166.79;8.0;997.63;43.563;44.23573;-76.48832;241.94;NaN;;11.2;22.580645;62.4;7 / 25;25021;2020-11-11 01:09:09:773
1.1468;2.0512;19.6127;-7.7243;-5.6816;-2.0554;4.1186;13.6393;17.5621;0.8258;1.897;3.5939;0.0;-22.32;-15.9;-47.1;50.99;50.78;121.21;8.0;997.7;52.071;44.235744;-76.4883;245.16;NaN;;10.73;22.580645;58.5;7 / 25;25520;2020-11-11 01:09:10:272
0.4717;2.3768;8.7622;-8.4207;2.068;-4.581;7.3122;2.9999;17.0758;0.5481;0.9947;2.6384;0.0;-20.28;-9.6;-49.68;118.32;-12.17;118.55;8.0;997.6;41.411;44.235744;-76.4883;245.16;NaN;;10.73;22.580645;58.5;7 / 25;26021;2020-11-11 01:09:10:773
2.1093;0.7703;2.4319;-1.6929;7.3079;-6.3165;-0.1578;-8.0316;16.5751;1.0456;0.3457;0.4418;0.0;-8.82;-1.2;-53.76;172.7;-48.18;165.0;8.0;997.53;52.23;44.23576;-76.48827;248.39;NaN;;8.28;22.580645;65.2;7 / 25;26520;2020-11-11 01:09:11:272
2.2003;1.8286;7.9936;0.0522;0.3626;-9.7998;1.4753;3.4651;29.1539;-0.0951;-0.3388;0.5196;0.0;4.86;-1.32;-55.44;124.65;-4.58;177.11;8.0;997.62;52.804;44.23576;-76.48827;248.39;NaN;;8.28;22.580645;65.2;7 / 25;27021;2020-11-11 01:09:11:773
-3.1029;3.5404;2.5851;-0.944;-2.1485;-9.5217;2.0741;6.4288;16.912;-0.9478;0.5217;-0.9558;0.0;12.12;-5.4;-54.78;87.51;6.81;166.76;8.0;997.66;48.753;44.235725;-76.488304;248.39;NaN;;4.72;19.35484;65.2;7 / 25;27522;2020-11-11 01:09:12:274
3.1436;1.6275;13.5626;-1.1501;-2.6594;-9.3688;5.1891;3.6955;10.8239;0.0655;-0.4378;-0.0431;0.0;15.36;-7.32;-53.94;62.12;16.16;179.36;8.0;997.72;59.792;44.235725;-76.488304;248.39;NaN;;4.72;19.35484;65.2;7 / 25;28020;2020-11-11 01:09:12:772
4.7357;3.2388;7.8907;-0.452;-5.6283;-8.018;2.2788;8.8527;27.6307;0.4101;0.4253;0.6511;0.0;15.42;-9.18;-53.7;37.7;25.22;-176.58;8.0;997.68;61.275;44.23572;-76.48832;248.39;NaN;;5.36;22.580645;65.2;7 / 25;28521;2020-11-11 01:09:13:273
-2.7414;2.0656;-1.2097;1.3042;-5.5426;-7.9843;-1.5197;9.5738;12.0969;1.2093;0.5422;0.8187;0.0;13.98;-12.48;-52.92;14.13;34.42;-170.72;8.0;997.72;56.035;44.23572;-76.48832;248.39;NaN;;5.36;22.580645;65.2;7 / 25;29021;2020-11-11 01:09:13:773
3.6512;2.6857;14.4005;-2.4159;-3.8343;-8.6966;7.3959;8.148;24.5935;-0.8168;-1.1782;-0.1036;0.0;13.2;-13.38;-52.5;76.67;23.02;164.47;8.0;997.7;56.211;44.235703;-76.48836;248.39;NaN;;10.91;22.580645;242.0;7 / 25;29522;2020-11-11 01:09:14:274
-4.9584;0.4782;2.5899;0.1539;-2.9377;-9.355;2.1805;3.1981;17.9496;-0.2775;-0.1127;0.017;0.0;12.36;-10.92;-53.16;2.57;25.89;-167.9;8.0;997.73;52.048;44.235703;-76.48836;248.39;NaN;;10.91;22.580645;242.0;7 / 25;30021;2020-11-11 01:09:14:773
3.6081;1.4766;12.296;1.2725;-3.186;-9.1869;-2.3331;6.5948;28.5171;-0.4088;-0.5521;0.6791;0.0;11.76;-9.0;-53.7;3.08;20.15;-168.06;8.0;997.75;52.229;44.235687;-76.4884;248.39;NaN;;11.45;22.580645;248.2;7 / 25;30522;2020-11-11 01:09:15:274
-0.3735;0.835;2.2643;-0.2673;-2.6172;-9.4472;-0.3001;3.8137;12.5135;-0.0597;0.4312;-0.0892;0.0;13.2;-8.94;-53.52;73.68;17.2;170.09;8.0;997.7;50.27;44.235687;-76.4884;248.39;NaN;;11.45;22.580645;248.2;7 / 25;31021;2020-11-11 01:09:15:773
-0.6584;1.7089;19.6127;-0.7556;-1.9926;-9.5723;8.7235;6.45;20.5156;-0.1467;0.8136;-0.5372;0.0;15.48;-9.0;-53.22;84.97;11.72;175.49;8.0;997.78;47.424;44.235664;-76.48842;254.84;NaN;;10.12;22.580645;237.3;7 / 25;31521;2020-11-11 01:09:16:273
2.1715;0.2077;1.1534;1.5791;-2.187;-9.4283;-4.9382;1.674;19.4451;-0.0479;-0.1129;-0.5768;0.0;16.14;-8.22;-53.1;57.66;12.89;-170.49;8.0;997.72;54.132;44.235664;-76.48842;254.84;NaN;;10.12;22.580645;237.3;7 / 25;32021;2020-11-11 01:09:16:773
2.8491;-0.2568;19.5385;-0.0888;-1.2703;-9.7236;2.8757;3.3646;25.6325;-0.6637;-0.4842;-0.5662;0.0;15.6;-7.5;-53.28;69.6;12.18;-175.95;8.0;997.74;43.607;44.23565;-76.48846;251.61;NaN;;10.66;19.35484;246.0;7 / 25;32524;2020-11-11 01:09:17:276
-0.3136;1.0098;11.2378;0.3431;-1.7392;-9.6451;-1.7342;3.1942;14.1432;-0.323;1.3891;-0.2666;0.0;14.22;-6.06;-53.64;85.04;8.41;173.93;8.0;997.68;42.508;44.23565;-76.48846;251.61;NaN;;10.66;19.35484;246.0;7 / 25;33021;2020-11-11 01:09:17:773
3.4884;3.0065;12.6456;-0.0711;-1.1078;-9.7436;5.0702;0.7409;29.3563;-2.3468;1.0751;-0.7563;0.0;11.88;-5.64;-54.06;90.05;6.37;178.47;8.0;997.73;47.705;44.23564;-76.48848;251.61;NaN;;7.92;22.580645;243.9;7 / 25;33521;2020-11-11 01:09:18:273
4.1276;-0.8386;0.4256;0.5499;-1.4309;-9.6861;-0.7247;2.7399;16.7268;-0.3377;0.3071;0.7382;0.0;10.98;-6.24;-54.36;46.43;14.03;-176.61;8.0;997.66;46.305;44.23564;-76.48848;251.61;NaN;;7.92;22.580645;243.9;7 / 25;34021;2020-11-11 01:09:18:773
6.6176;3.7296;16.3039;1.6858;-2.6328;-9.2949;-1.8654;3.8365;20.2981;-1.2176;-1.2607;-0.029;0.0;11.1;-7.32;-54.12;8.39;15.57;-169.72;8.0;997.7;55.714;44.235634;-76.48852;248.39;NaN;;7.49;22.580645;244.2;7 / 25;34520;2020-11-11 01:09:19:272
7.0701;3.5069;19.6127;0.1967;-3.5362;-9.1448;6.4663;4.9601;14.3827;-0.7159;-0.1848;-0.621;0.0;10.74;-8.4;-53.76;39.13;21.14;-178.77;8.0;997.69;52.338;44.235634;-76.48852;248.39;NaN;;7.49;22.580645;244.2;7 / 25;35021;2020-11-11 01:09:19:773
5.5234;0.2676;6.8923;-1.2424;-3.3466;-9.1338;6.7658;3.6141;16.0261;-1.7947;-2.3162;-1.2535;0.0;9.9;-12.36;-53.16;70.07;19.95;172.25;8.0;997.69;50.121;44.235622;-76.488525;251.61;NaN;;6.8;22.580645;244.2;7 / 25;35520;2020-11-11 01:09:20:272
1.3958;1.3952;2.2164;-0.2769;-2.575;-9.4584;3.5258;5.3661;24.8454;-0.7963;0.9063;-0.0471;0.0;9.24;-17.58;-52.98;108.49;15.22;178.32;8.0;997.6;48.398;44.235622;-76.488525;251.61;NaN;;6.8;22.580645;244.2;7 / 25;36021;2020-11-11 01:09:20:773
8.5976;4.2659;15.4636;-0.5911;-3.5924;-9.1058;2.698;6.8838;12.7946;0.493;1.2642;-0.3001;0.0;9.42;-17.58;-52.62;79.01;21.49;176.29;8.0;997.6;48.731;44.235615;-76.48858;248.39;NaN;;8.39;22.580645;249.7;7 / 25;36522;2020-11-11 01:09:21:274
2.7557;4.6274;10.4309;-2.729;-3.0582;-8.909;5.4847;7.6856;19.3399;-0.4687;-0.5364;-0.2152;0.0;9.66;-15.96;-52.26;82.07;24.36;158.75;8.0;997.63;57.329;44.235615;-76.48858;248.39;NaN;;8.39;22.580645;249.7;7 / 25;37021;2020-11-11 01:09:21:773
1.6783;1.1414;5.1254;-1.4809;-3.1438;-9.1702;3.1592;4.2852;14.2956;-0.0354;-0.0083;0.3182;0.0;8.58;-17.64;-52.56;72.84;23.88;173.94;8.0;997.61;56.386;44.235603;-76.48861;248.39;NaN;;8.53;19.35484;250.0;7 / 25;37522;2020-11-11 01:09:22:274
-1.0319;6.4757;12.8204;-0.3818;-4.6933;-8.6022;-0.6501;11.169;21.4225;0.3771;-1.433;1.2293;0.0;10.02;-18.18;-51.96;75.04;22.71;177.48;8.0;997.64;54.935;44.235603;-76.48861;248.39;NaN;;8.53;19.35484;250.0;7 / 25;38020;2020-11-11 01:09:22:772
-1.47;8.2115;7.6872;0.3624;-8.4191;-5.0157;-1.8324;16.6306;12.7029;0.012;0.6155;-1.0663;0.0;14.52;-22.2;-47.88;48.33;51.24;169.51;8.0;997.53;36.442;44.2356;-76.48864;245.16;NaN;;6.66;19.35484;250.0;7 / 25;38521;2020-11-11 01:09:23:273
-1.1229;9.6696;8.1852;1.3207;-8.3878;-4.9062;-2.8721;16.8459;8.8345;-0.1827;0.2261;0.2802;0.0;17.76;-30.96;-38.46;21.22;58.79;-164.93;8.0;997.59;36.442;44.2356;-76.48864;245.16;NaN;;6.66;19.35484;250.0;7 / 25;39021;2020-11-11 01:09:23:773
