sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-7.5178;-2.3756;6.4781;-6.1095;-1.4177;7.5389;-1.4083;-0.9579;-1.0608;0.6139;0.2376;0.771;0.0;21.72;15.48;-40.56;46.64;8.31;39.02;0.0;997.49;45.533;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;39044;2020-11-11 01:31:52:113
-3.7278;1.0002;9.3057;-3.557;2.2672;8.8531;-0.1708;-1.267;0.4525;-0.8575;1.0277;-0.9191;0.0;21.72;14.04;-41.34;348.09;-13.37;21.89;0.0;997.43;49.226;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;39545;2020-11-11 01:31:52:614
-6.3829;-0.3071;8.6712;-6.4589;-1.1045;7.2961;1.0289;-0.1458;1.5044;0.8019;-1.1023;0.4559;0.0;22.5;16.38;-40.44;40.69;6.47;41.52;0.0;997.94;42.158;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;40048;2020-11-11 01:31:53:117
-7.3622;-0.8769;8.8292;-5.7344;-0.3427;7.948;-1.6278;-0.5342;0.8813;-1.6197;1.6083;-1.2938;0.0;21.84;16.26;-40.92;356.48;-10.52;26.38;0.0;997.56;50.956;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;40544;2020-11-11 01:31:53:613
-5.2457;0.8565;8.8843;-4.8735;0.9991;8.4511;-0.3722;-0.1426;0.4332;0.8354;-1.4669;0.3947;0.0;22.92;17.76;-40.2;23.4;1.12;39.13;0.0;997.86;44.188;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;41044;2020-11-11 01:31:54:113
-8.6143;-4.8369;10.6847;-6.1703;-1.611;7.45;-2.444;-3.2259;3.2348;-1.0293;0.3925;-0.9169;0.0;23.1;16.86;-40.44;40.0;9.46;39.63;0.0;997.65;51.164;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;41544;2020-11-11 01:31:54:613
-3.292;2.5181;6.3536;-3.7767;2.2808;8.7581;0.4846;0.2373;-2.4045;1.6216;-0.8727;0.9832;0.0;22.02;16.5;-40.38;350.86;-13.45;23.33;0.0;997.94;50.463;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;42044;2020-11-11 01:31:55:113
-8.1379;-1.2695;6.1046;-6.124;-2.1871;7.3405;-1.8558;0.058;1.8646;0.6645;-0.9079;0.9268;0.0;23.1;18.12;-39.48;44.0;12.89;39.84;0.0;997.93;46.588;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;42545;2020-11-11 01:31:55:614
-2.8395;1.2971;6.2914;-5.571;0.123;8.0697;-0.9077;1.0592;-0.8589;-1.7827;1.8424;-1.6754;0.0;22.32;16.08;-40.98;353.5;-13.78;24.49;0.0;998.21;50.929;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;43046;2020-11-11 01:31:56:115
-6.9049;-0.1945;9.0351;-4.9608;0.9234;8.4088;0.5866;0.6083;0.2265;1.2448;-1.9042;0.8663;0.0;23.64;19.08;-39.24;23.66;3.48;40.53;0.0;997.92;46.307;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;43544;2020-11-11 01:31:56:613
-8.4348;-3.3884;10.8284;-6.348;-2.3073;7.1098;-0.7269;-1.7611;2.9692;-0.4575;0.0173;-0.6139;0.0;23.46;17.22;-40.26;18.76;0.01;37.08;0.0;997.64;53.673;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;44044;2020-11-11 01:31:57:113
-0.9936;3.9953;5.5013;-3.7418;2.8291;8.612;2.468;0.5725;-2.4499;0.5023;-0.2727;0.1127;0.0;23.58;17.7;-39.96;3.28;-7.22;32.63;0.0;997.84;50.097;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;44544;2020-11-11 01:31:57:613
-8.509;-2.4475;6.0567;-6.5764;-1.7741;7.0551;-2.682;0.6578;0.0048;0.7875;0.1252;1.0101;0.0;23.7;18.24;-39.3;51.2;13.31;42.85;0.0;997.68;51.436;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;45047;2020-11-11 01:31:58:116
-4.5993;0.6458;7.3161;-3.8959;2.8228;8.5454;-1.9698;-0.6542;0.5185;-1.2605;1.4032;-1.2045;0.0;23.58;16.86;-39.96;344.27;-16.8;20.69;0.0;997.39;53.13;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;45544;2020-11-11 01:31:58:613
-7.1251;-0.3142;9.1524;-6.1428;0.292;7.6388;-0.9823;-0.6062;1.5137;0.7665;-0.3334;0.5135;0.0;22.74;17.76;-40.56;33.07;4.38;40.82;0.0;997.91;48.532;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;46044;2020-11-11 01:31:59:113
-7.1491;-1.4539;8.415;-5.9522;0.3898;7.7839;-1.1968;-1.8437;0.6311;-1.5726;1.5255;-1.1675;0.0;21.6;15.6;-42.06;0.63;-14.36;28.01;0.0;997.32;57.224;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;46550;2020-11-11 01:31:59:619
-8.3749;-0.5154;8.8939;-5.5343;1.078;8.0237;-2.8406;-1.5933;0.8701;1.1039;-1.7279;0.7681;0.0;22.98;15.84;-40.74;11.67;-6.31;34.6;0.0;997.87;55.238;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;47044;2020-11-11 01:32:00:113
-7.5106;-1.4898;8.2905;-6.3016;-0.7111;7.4802;-1.209;-0.7787;0.8103;-1.208;0.6354;-1.1345;0.0;23.64;16.02;-40.2;30.45;4.16;40.11;0.0;997.5;56.377;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 18;47547;2020-11-11 01:32:00:616
-6.6702;0.7536;8.4988;-4.8163;1.9993;8.3052;-1.854;-1.2457;0.1936;1.4573;-1.371;0.8019;0.0;23.94;15.6;-40.5;358.42;-11.76;30.11;0.0;997.91;52.582;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 18;48045;2020-11-11 01:32:01:114
-6.699;-2.0333;6.7822;-6.6822;-1.6596;6.9831;-1.7406;-0.5916;2.1142;0.4993;-0.5033;0.0706;0.0;25.32;17.04;-39.48;44.49;9.74;43.74;0.0;997.68;53.544;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;48544;2020-11-11 01:32:01:613
-6.359;1.1055;8.1349;-4.9834;1.584;8.2962;-1.3756;-0.4785;-0.1613;-0.621;0.4754;-0.6008;0.0;25.68;16.26;-39.12;344.73;-18.38;23.72;0.0;997.23;53.541;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;49046;2020-11-11 01:32:02:115
-6.608;-1.6885;8.0655;-6.419;-0.907;7.3583;-0.189;-0.7816;0.7072;0.2884;0.1286;0.8972;0.0;24.72;17.28;-39.24;33.61;10.07;39.83;0.0;997.46;69.209;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;49544;2020-11-11 01:32:02:613
-6.8211;0.5381;8.518;-5.3466;0.7098;8.1903;-1.4745;-0.1717;0.3277;-1.1452;1.1681;-0.959;0.0;23.16;17.4;-39.96;350.71;-14.86;24.16;0.0;1001.26;62.582;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 19;50044;2020-11-11 01:32:03:113
-7.0174;-4.2479;7.3975;-6.5063;-2.832;6.7689;-0.5111;-1.4159;0.6286;-0.6248;0.9167;0.3132;0.0;23.82;19.32;-39.12;61.55;16.79;43.87;0.0;997.81;58.291;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 17;50544;2020-11-11 01:32:03:613
-6.4045;1.3593;7.6321;-5.0942;1.2685;8.2831;-1.3103;0.0908;-0.651;1.0749;-1.2914;0.6011;0.0;25.56;25.92;-34.02;352.11;-7.43;31.59;0.0;997.83;66.167;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 17;51044;2020-11-11 01:32:04:113
-10.963;-2.73;7.668;-6.9178;-2.5349;6.4721;-4.0452;-0.1951;1.1959;-0.0346;0.1276;-0.6168;0.0;25.38;20.76;-36.42;35.93;12.41;45.51;0.0;997.81;64.585;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 17;51544;2020-11-11 01:32:04:613
-5.2577;3.3872;6.0807;-5.6268;3.601;7.1793;0.3692;-0.2138;-1.0986;1.1438;-1.2035;0.8629;0.0;26.64;18.42;-37.38;16.83;-11.81;46.33;0.0;997.8;56.286;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 17;52044;2020-11-11 01:32:05:113
-9.0453;-3.568;7.1269;-7.2423;-2.8339;5.974;-1.803;-0.734;1.1529;-1.2509;0.0924;-1.0429;0.0;30.78;13.26;-35.22;97.06;16.8;50.48;0.0;997.33;54.74;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 17;52544;2020-11-11 01:32:05:613
-5.5115;3.9331;7.6058;-6.821;0.9498;6.9815;1.3096;2.9833;0.6242;1.1239;-1.8323;2.0783;0.0;30.66;17.04;-33.0;2.39;-5.56;44.33;0.0;997.67;66.172;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 17;53051;2020-11-11 01:32:06:120
-9.0956;-2.3637;6.4374;-8.691;-2.8581;3.5309;-0.4045;0.4944;2.9065;-0.8698;1.2946;0.2799;0.0;32.04;20.76;-30.72;64.24;16.94;67.89;0.0;997.65;61.234;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;53544;2020-11-11 01:32:06:613
3.8116;-3.7954;3.0807;-5.3812;0.0909;8.1979;7.4761;-2.524;-9.7403;-2.359;-1.3585;1.8477;76.0;33.66;25.86;-22.62;329.05;-0.53;33.28;3.1;997.75;67.843;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;54044;2020-11-11 01:32:07:113
0.3328;3.2819;9.2913;-1.5531;5.0292;8.2744;1.8858;-1.7474;1.0169;2.5811;0.4421;0.232;25.0;23.22;30.06;-29.04;332.08;-11.36;7.7;3.1;997.45;54.078;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;54544;2020-11-11 01:32:07:613
0.1389;4.3568;10.2729;0.0382;4.4219;8.753;0.1007;-0.0651;1.5199;0.8136;-0.6032;-0.7452;8.0;7.38;7.86;-49.32;345.85;-22.82;0.41;3.1;997.41;53.796;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;55044;2020-11-11 01:32:08:113
0.1724;3.5069;7.8356;0.1305;5.0136;8.4272;0.0419;-1.5067;-0.5916;-0.9292;-0.6874;-0.1294;4.0;-3.0;-9.3;-51.36;6.86;-30.75;-0.89;3.1;997.47;49.649;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;55544;2020-11-11 01:32:08:613
0.1891;4.0432;9.9952;0.3733;4.2961;8.8076;-0.1842;-0.2529;1.1876;0.0551;0.1686;-0.1036;4.0;-8.82;-9.96;-50.94;26.84;-25.98;-2.43;3.1;997.44;60.456;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;56044;2020-11-11 01:32:09:113
0.7853;4.0911;8.925;0.5588;4.2223;8.8335;0.2265;-0.1312;0.0915;-0.0671;-0.077;-0.0386;4.0;-9.72;-10.56;-50.76;31.92;-25.25;-2.83;3.1;997.44;55.429;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;56544;2020-11-11 01:32:09:613
0.5507;4.285;8.9657;0.5741;4.1559;8.8639;-0.0234;0.1291;0.1018;-0.086;-0.0125;-0.1036;4.0;-10.32;-9.96;-50.64;27.11;-25.59;-3.6;3.1;997.38;9.818;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;57044;2020-11-11 01:32:10:113
0.9505;4.534;9.2482;0.7868;4.4761;8.69;0.1637;0.058;0.5582;0.1366;-0.0924;0.0138;4.0;-11.28;-9.9;-50.46;30.83;-24.97;-4.15;3.1;997.38;8.465;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;57544;2020-11-11 01:32:10:613
-1.142;6.3704;8.4294;-1.319;6.3089;7.3911;0.177;0.0614;1.0383;-0.7966;0.9321;-0.751;3.0;-11.82;-10.8;-50.16;33.58;-40.7;4.24;3.1;997.4;18.228;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;58044;2020-11-11 01:32:11:113
-2.3391;6.8229;6.0472;-2.0038;6.6815;6.8929;-0.3353;0.1414;-0.8458;-0.2823;-0.882;0.0746;3.0;-6.54;-19.32;-48.18;51.22;-42.95;16.21;3.1;997.39;61.262;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;58544;2020-11-11 01:32:11:613
-0.4046;5.8724;8.1517;-0.4715;5.977;7.7604;0.0668;-0.1046;0.3913;-0.0876;-0.1997;0.028;3.0;-0.18;-24.42;-46.62;16.59;-37.55;3.48;3.1;997.42;20.672;44.235317;-76.49357;199.68;NaN;;;39.809677;;0 / 16;59075;2020-11-11 01:32:12:144
