sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.8092;-3.4578;-2.1266;4.841;-2.7885;-8.0597;14.7717;10.8803;27.6724;0.9499;-0.6815;0.024;0.0;-40.56;-29.34;7.02;221.61;16.52;-149.01;0.0;997.89;60.724;44.23558;-76.48867;254.84;NaN;;0.0;12.903226;;7 / 25;5018;2020-11-11 01:09:44:112
4.6208;-5.1888;-4.698;4.2417;-3.7547;-8.005;-1.9768;4.2233;5.5144;1.8895;5.7213;-2.3223;0.0;-42.84;-25.86;5.4;226.85;22.51;-152.08;0.0;997.88;63.987;44.235577;-76.48868;248.39;NaN;;0.0;25.806452;;7 / 25;5518;2020-11-11 01:09:44:612
-9.4858;4.4742;5.4031;5.82;-2.4693;-7.4967;-15.3058;6.9434;12.8998;0.1246;-1.0733;-0.2455;0.0;-43.56;-24.42;6.42;233.64;13.2;-158.04;0.0;996.87;69.896;44.235577;-76.48868;248.39;NaN;;0.0;25.806452;;7 / 25;6018;2020-11-11 01:09:45:112
19.6127;10.5866;-4.0923;7.5447;-1.2875;-6.1311;12.068;11.8741;2.0388;-1.2661;-3.1092;-0.5579;0.0;-41.34;-26.28;11.34;209.3;7.54;-129.1;0.0;997.69;65.558;44.235577;-76.48868;248.39;NaN;;0.0;25.806452;;7 / 25;6518;2020-11-11 01:09:45:612
0.668;1.0864;-0.5824;8.4046;-1.8858;-4.6879;-7.7366;2.9722;4.1055;1.2384;0.0453;-0.24;0.0;-38.94;-27.3;14.34;191.15;11.09;-119.15;0.0;997.46;64.965;44.235577;-76.48868;248.39;NaN;;0.0;25.806452;;7 / 25;7018;2020-11-11 01:09:46:112
19.6127;18.1451;10.249;6.0631;-5.5958;-5.3005;13.5496;23.7409;15.5495;1.7574;3.4584;-1.2765;0.0;-38.94;-27.66;13.2;199.59;34.79;-131.16;0.0;997.79;67.164;44.235577;-76.488686;248.39;NaN;;0.0;29.032257;;7 / 25;7518;2020-11-11 01:09:46:612
1.9417;0.8398;-3.0771;6.6065;-3.7892;-6.1778;4.6414;2.0552;-0.0788;0.3241;-0.4226;1.1143;0.0;-40.38;-28.26;8.76;207.72;22.73;-133.08;0.0;998.05;68.856;44.235577;-76.488686;248.39;NaN;;0.0;29.032257;;7 / 25;8018;2020-11-11 01:09:47:112
13.0508;1.989;-6.3117;7.0924;-4.2397;-5.2813;-7.1714;3.9087;14.6851;0.9915;-3.2195;-0.3774;0.0;-39.96;-28.56;9.36;201.49;25.62;-126.67;0.0;997.68;71.039;44.235577;-76.488686;248.39;NaN;;0.0;29.032257;;7 / 25;8520;2020-11-11 01:09:47:614
-0.7997;-2.742;-0.5944;8.6418;-4.6343;0.115;-9.4414;1.8923;-0.7094;0.441;-1.0405;0.065;0.0;-39.3;-29.16;13.32;166.41;33.13;-92.77;0.0;997.24;65.69;44.235577;-76.488686;248.39;NaN;;0.0;29.032257;;7 / 25;9018;2020-11-11 01:09:48:112
6.347;-0.3765;-6.9558;8.1292;-5.3613;-1.1587;-1.7822;4.9848;-5.7971;-2.9271;6.1476;1.4978;0.0;-39.6;-28.92;14.16;170.09;33.14;-98.11;0.0;998.07;67.696;44.235573;-76.48871;245.16;NaN;;8.89;32.258064;259.6;7 / 25;9518;2020-11-11 01:09:48:612
-7.6183;3.3896;5.0751;8.5914;-4.3691;-1.8081;-16.2097;7.7587;6.8832;0.3486;0.1004;1.1103;0.0;-40.38;-27.72;10.5;176.68;26.46;-101.88;0.0;997.94;70.921;44.235573;-76.48871;245.16;NaN;;8.89;32.258064;259.6;7 / 25;10019;2020-11-11 01:09:49:113
14.0995;-3.477;-10.5327;4.1431;-8.3314;-3.0972;9.9419;15.4056;22.1664;-0.0381;-3.5385;-1.0333;0.0;-39.72;-28.92;10.08;198.51;58.16;-126.78;0.0;997.58;68.413;44.23556;-76.48878;241.94;NaN;;9.5;35.48387;266.2;7 / 25;10520;2020-11-11 01:09:49:614
-2.9808;0.4136;1.8286;5.2716;-7.3656;-3.7586;7.2596;3.7809;-3.1612;-0.7305;-0.3704;-0.2762;0.0;-38.1;-29.46;13.74;192.4;48.68;-125.49;0.0;998.01;69.872;44.23556;-76.48878;241.94;NaN;;9.5;35.48387;266.2;7 / 25;11018;2020-11-11 01:09:50:112
6.7205;1.4455;-1.995;4.72;-6.1382;-6.0178;2.0005;7.5837;4.0228;1.3534;-1.8392;-1.8253;0.0;-38.46;-27.78;12.54;216.91;41.95;-155.91;0.0;997.68;66.266;44.235542;-76.488846;238.71;NaN;;10.84;41.935486;262.7;7 / 25;11518;2020-11-11 01:09:50:612
-8.2361;2.2667;4.0528;2.2624;-4.8522;-8.2163;-10.4985;7.1189;12.2691;-0.1121;0.033;0.7752;0.0;-38.58;-27.84;10.8;224.98;29.66;-164.6;0.0;998.25;65.898;44.235542;-76.488846;238.71;NaN;;10.84;41.935486;262.7;7 / 25;12019;2020-11-11 01:09:51:113
19.6127;14.3048;-2.6869;0.4299;-3.1279;-9.2844;19.1828;17.4326;6.5976;-0.4431;-3.0112;-0.2788;0.0;-37.92;-29.34;11.76;229.57;18.6;-177.35;0.0;997.47;69.25;44.235554;-76.4889;229.03;NaN;;9.36;41.935486;275.0;7 / 25;12519;2020-11-11 01:09:51:613
1.0056;-0.5273;-0.8721;-0.8615;-1.4763;-9.6565;1.867;0.949;8.7844;-1.3279;-0.5161;-0.2115;0.0;-35.76;-31.8;13.86;228.13;8.66;174.9;0.0;997.87;67.048;44.235554;-76.4889;229.03;NaN;;9.36;41.935486;275.0;7 / 25;13018;2020-11-11 01:09:52:112
19.6127;16.4643;3.7439;-2.6909;-2.2;-9.17;8.7338;9.5472;25.3351;-1.2448;4.5047;0.7321;0.0;-34.8;-33.72;9.6;227.74;12.96;163.65;0.0;997.74;68.943;44.23554;-76.488945;225.81;NaN;;8.96;41.935486;277.0;7 / 25;13518;2020-11-11 01:09:52:612
-3.5602;-0.7476;2.9586;-4.2777;-2.774;-8.3771;20.6229;4.0543;-1.9137;0.9518;0.4405;1.5145;0.0;-36.54;-32.94;5.04;231.37;16.43;152.95;0.0;997.99;69.149;44.23554;-76.488945;225.81;NaN;;8.96;41.935486;277.0;7 / 25;14018;2020-11-11 01:09:53:112
19.6127;14.6543;-10.3268;-3.6446;-4.7453;-7.7697;23.2573;19.3997;-2.5571;-0.074;-1.8243;-0.2724;0.0;-38.52;-31.08;6.36;241.45;31.59;154.96;0.0;997.25;67.641;44.235527;-76.48899;225.81;NaN;;8.86;41.935486;273.1;7 / 25;14518;2020-11-11 01:09:53:612
15.5432;1.9746;-2.0309;-3.462;-6.5708;-6.4038;19.0051;8.5454;4.3729;0.4868;0.7238;0.845;0.0;-41.34;-26.28;9.9;253.45;42.07;151.6;0.0;997.56;66.27;44.235527;-76.48899;225.81;NaN;;8.86;41.935486;273.1;7 / 25;15018;2020-11-11 01:09:54:112
-2.9281;-1.8824;1.9986;-6.0166;-7.4822;-1.9968;3.0885;5.5998;3.9954;0.7713;-0.0778;0.9225;0.0;-43.38;-20.22;14.1;298.95;49.73;108.36;0.0;997.28;68.879;44.23551;-76.489044;225.81;NaN;;7.74;45.16129;262.5;7 / 25;15517;2020-11-11 01:09:54:611
14.8632;10.4956;2.9515;-4.3712;-8.2725;2.9374;19.2344;18.7681;0.0141;1.9452;0.9587;-0.4677;0.0;-46.32;-10.02;14.46;22.78;57.52;56.1;0.0;997.43;68.374;44.23551;-76.489044;225.81;NaN;;7.74;45.16129;262.5;7 / 25;16018;2020-11-11 01:09:55:112
-1.6041;-0.3932;2.3864;-6.785;-5.3805;4.6026;24.7535;5.6217;-0.6839;0.9566;-0.3587;0.1947;0.0;-50.04;0.12;8.76;38.99;33.28;55.85;0.0;997.49;68.559;44.235497;-76.48909;225.81;NaN;;6.8;45.16129;262.5;7 / 25;16520;2020-11-11 01:09:55:614
9.1267;11.9632;-1.4467;-5.6287;-5.6008;5.7549;2.3894;4.858;-2.509;1.6027;-0.0352;-1.5579;0.0;-50.52;5.22;-5.76;61.56;34.83;44.36;0.0;997.39;64.437;44.235497;-76.48909;225.81;NaN;;6.8;45.16129;262.5;7 / 25;17017;2020-11-11 01:09:56:111
14.8824;3.9139;-5.9262;-4.4114;-3.7048;7.9362;19.2938;7.6187;-13.8625;-0.1659;-1.1593;-0.6804;0.0;-48.18;3.06;-17.34;74.3;22.14;49.56;0.0;997.87;65.47;44.235485;-76.48908;232.26;NaN;;1.51;48.387096;262.5;7 / 25;17518;2020-11-11 01:09:56:612
-0.6297;-0.7141;0.3705;-6.1281;-3.2652;6.925;5.4984;2.5512;-6.5545;-0.1193;-0.8053;-0.4056;0.0;-47.16;-4.98;-18.96;88.9;19.45;41.51;0.0;997.2;68.662;44.235485;-76.48908;232.26;NaN;;1.51;48.387096;262.5;7 / 25;18018;2020-11-11 01:09:57:112
6.3901;0.1239;-3.5081;-4.1492;-6.8312;5.6824;10.5393;6.9551;-9.1905;-0.9523;2.4131;-0.3334;0.0;-48.6;-8.82;-14.7;95.22;33.94;23.53;0.0;997.57;67.495;44.235485;-76.48907;235.48;NaN;;5.36;48.387096;262.5;7 / 25;18518;2020-11-11 01:09:57:612
9.1075;4.6585;-4.9111;-2.3856;-7.373;6.0098;-2.8673;11.1217;-2.3808;0.8008;-0.4288;0.2714;0.0;-47.4;-9.3;-17.7;96.21;48.75;21.65;0.0;997.91;68.15;44.235485;-76.48907;235.48;NaN;;5.36;48.387096;262.5;7 / 25;19018;2020-11-11 01:09:58:112
13.0149;5.1062;-6.8504;-5.1079;-8.271;-1.2924;3.5804;7.0805;5.6923;1.049;-4.1577;-0.5957;0.0;-47.1;-8.88;-16.62;7.6;57.5;104.2;0.0;997.32;68.722;44.235474;-76.489044;238.71;NaN;;7.13;51.612904;262.5;7 / 25;19518;2020-11-11 01:09:58:612
-1.0223;-1.8346;0.3585;-3.2659;-9.1924;-1.0022;2.2436;7.3578;1.3608;-0.4051;-0.6988;-0.2232;0.0;-49.2;-8.1;-11.94;342.97;69.45;118.82;0.0;998.27;66.947;44.235474;-76.489044;238.71;NaN;;7.13;51.612904;262.5;7 / 25;20018;2020-11-11 01:09:59:112
18.2965;19.6127;-4.6789;-1.5956;-9.6545;0.6444;19.8921;29.2672;-5.3233;1.0871;-0.4416;-2.6301;0.0;-49.14;-8.04;-11.52;37.15;79.89;68.01;0.0;997.43;67.379;44.235462;-76.489;241.94;NaN;;10.69;48.387096;87.8;7 / 25;20518;2020-11-11 01:09:59:612
2.66;0.9164;0.5333;-1.2685;-8.9602;-3.7782;3.9285;9.8766;4.3115;-0.0024;0.4088;-0.4469;0.0;-47.94;-7.14;-14.4;299.52;66.02;161.44;0.0;997.8;71.777;44.235462;-76.489;241.94;NaN;;10.69;48.387096;87.8;7 / 25;21018;2020-11-11 01:10:00:112
-1.4772;-2.0859;1.3354;-0.197;-7.9123;-5.7903;-1.2802;5.8263;7.1256;-0.2863;-0.7952;0.2687;0.0;-48.24;-6.72;-14.58;281.06;53.79;178.05;0.0;997.57;69.019;44.235462;-76.488976;238.71;NaN;;9.94;48.387096;89.0;7 / 25;21518;2020-11-11 01:10:00:612
-1.5155;-2.3852;-0.4627;1.2507;-8.3489;-4.9901;15.7529;22.2443;6.0334;-0.6346;-0.8586;-0.0959;0.0;-49.26;-7.08;-10.38;263.65;58.36;-165.93;0.0;997.97;67.123;44.235462;-76.488976;238.71;NaN;;9.94;48.387096;89.0;7 / 25;22018;2020-11-11 01:10:01:112
7.1467;2.3984;-2.3445;-1.0149;-8.7032;-4.4039;-5.7319;9.3681;7.3434;0.8541;0.9633;-0.9878;0.0;-48.18;-7.44;-13.38;291.85;62.56;167.02;0.0;997.43;66.159;44.235462;-76.48894;241.94;NaN;;9.79;51.612904;85.5;7 / 25;22518;2020-11-11 01:10:01:612
-3.5267;3.4638;0.3609;0.2131;-8.9542;-3.9933;-3.7398;12.418;4.3542;-0.2732;0.2485;-1.2208;0.0;-47.52;-7.38;-17.4;295.97;65.72;168.24;0.0;997.67;66.77;44.235462;-76.48894;241.94;NaN;;9.79;51.612904;85.5;7 / 25;23018;2020-11-11 01:10:02:112
-3.2848;-1.339;2.2308;-0.9708;-8.9966;-3.78;-2.314;7.6576;6.0108;-0.1651;-1.2679;0.3185;0.0;-48.6;-7.02;-14.82;296.42;66.55;165.6;0.0;998.23;70.771;44.235474;-76.48891;238.71;NaN;;11.27;48.387096;79.0;7 / 25;23518;2020-11-11 01:10:02:612
19.6127;6.0424;10.7326;0.0532;-9.4202;-2.7253;19.5595;15.4625;13.4579;-2.8227;2.2429;0.5049;0.0;-49.74;-7.74;-10.26;277.32;73.86;-178.88;0.0;997.75;68.497;44.235474;-76.48891;238.71;NaN;;11.27;48.387096;79.0;7 / 25;24018;2020-11-11 01:10:03:112
-2.3176;0.1359;0.981;-1.4197;-9.1659;-3.1845;-0.8979;9.3018;4.1655;0.6876;0.7681;0.8525;0.0;-49.86;-7.08;-12.48;303.3;69.17;155.97;0.0;997.37;67.102;44.23548;-76.48888;241.94;NaN;;10.58;45.16129;80.5;7 / 25;24518;2020-11-11 01:10:03:612
-4.9153;4.5053;4.0911;-0.6474;-8.4084;-5.005;18.2136;18.1186;2.275;-0.1409;0.742;-0.3702;0.0;-49.44;-6.36;-16.26;288.87;59.03;172.63;0.0;997.96;68.226;44.23548;-76.48888;241.94;NaN;;10.58;45.16129;80.5;7 / 25;25018;2020-11-11 01:10:04:112
6.8354;8.8915;13.9672;1.266;-8.2963;-5.0733;-2.2668;8.5303;6.3033;0.1537;0.2546;-0.2783;0.0;-50.1;-7.2;-13.08;266.34;57.78;-165.99;0.0;998.04;67.758;44.235477;-76.48887;241.94;NaN;;7.63;48.387096;92.0;7 / 25;25518;2020-11-11 01:10:04:612
19.6127;-3.5847;3.7775;0.2274;-8.8914;-4.1304;19.3853;5.3067;7.9079;-0.0426;0.6653;0.8844;0.0;-49.44;-7.8;-11.7;277.48;66.21;-178.37;0.0;997.7;68.624;44.235477;-76.48887;241.94;NaN;;7.63;48.387096;92.0;7 / 25;26018;2020-11-11 01:10:05:112
3.2848;2.2069;-3.9462;0.2955;-8.7332;-4.4513;2.9894;10.94;0.5051;0.7177;-0.3404;1.0453;0.0;-48.96;-6.9;-13.08;276.28;62.94;-176.2;0.0;997.61;67.926;44.235477;-76.48884;235.48;NaN;;8.78;48.387096;91.3;7 / 25;26518;2020-11-11 01:10:05:612
15.1385;9.2434;-1.5401;-0.9362;-8.7368;-4.3545;16.0747;17.9802;2.8145;0.5734;-3.215;-0.6376;0.0;-47.94;-6.3;-16.68;295.92;62.99;167.87;0.0;997.88;67.921;44.235477;-76.48884;235.48;NaN;;8.78;48.387096;91.3;7 / 25;27018;2020-11-11 01:10:06:112
11.2815;10.1819;15.1164;1.8479;-8.6876;-4.157;-3.306;6.8746;4.3791;0.4711;-0.0144;0.0248;0.0;-48.72;-6.72;-12.48;257.33;62.36;-156.03;0.0;997.32;66.703;44.23548;-76.488815;235.48;NaN;;9.22;51.612904;88.6;7 / 25;27518;2020-11-11 01:10:06:612
19.6127;-2.1434;0.416;1.2169;-9.1927;-3.1911;17.501;23.3897;0.2169;-0.5489;0.208;0.118;0.0;-49.38;-7.02;-10.5;258.49;69.62;-159.13;0.0;997.18;66.448;44.23548;-76.488815;235.48;NaN;;9.22;51.612904;88.6;7 / 25;28018;2020-11-11 01:10:07:112
-0.9002;1.1702;-1.3461;0.8349;-9.2806;-3.0567;-1.7351;10.4508;1.7106;0.5814;0.1031;1.1201;0.0;-48.84;-7.08;-15.12;291.55;69.02;171.33;0.0;997.61;66.73;44.23549;-76.48878;235.48;NaN;;10.62;51.612904;81.0;7 / 25;28518;2020-11-11 01:10:07:612
16.9102;7.0958;-4.0731;-3.5139;-8.7613;-2.6574;20.4241;15.8571;-1.4157;1.1244;-2.6243;-0.5659;0.0;-49.02;-7.38;-14.28;307.04;60.43;151.62;0.0;997.71;70.255;44.23549;-76.48878;235.48;NaN;;10.62;51.612904;81.0;7 / 25;29018;2020-11-11 01:10:08:112
-1.2665;2.2116;0.902;-1.7061;-9.0198;-3.4501;0.4396;11.2314;4.3521;-0.1523;0.1079;-0.2711;0.0;-49.86;-6.66;-12.84;305.98;66.89;153.69;0.0;997.38;68.838;44.235493;-76.488754;232.26;NaN;;10.51;51.612904;87.7;7 / 25;29518;2020-11-11 01:10:08:612
19.6127;16.505;9.976;-1.5664;-9.4486;-2.107;21.1791;25.9537;12.083;0.8349;1.0796;-2.2267;0.0;-50.28;-6.72;-12.84;318.76;74.47;143.37;0.0;997.58;67.394;44.235493;-76.488754;232.26;NaN;;10.51;51.612904;87.7;7 / 25;30018;2020-11-11 01:10:09:112
-6.4332;3.0352;0.064;-3.5157;-9.015;1.5937;21.1059;3.3138;-6.5646;-0.0884;0.2338;1.3204;0.0;-49.08;-7.92;-15.42;46.48;66.82;65.62;0.0;997.6;66.348;44.235497;-76.48871;232.26;NaN;;8.93;51.612904;83.5;7 / 25;30518;2020-11-11 01:10:09:612
12.1913;10.1604;4.5053;-5.4361;-7.9353;-1.9102;1.9191;8.3346;1.3254;1.6016;-0.8061;0.3539;0.0;-49.98;-8.1;-7.08;344.25;54.02;109.36;0.0;997.5;70.577;44.235497;-76.48871;232.26;NaN;;8.93;51.612904;83.5;7 / 25;31018;2020-11-11 01:10:10:112
14.6573;-1.4204;0.732;-6.1599;-7.2392;-2.4122;20.8172;5.8189;3.1443;0.4996;-1.9111;1.841;0.0;-48.36;-7.08;-11.28;350.17;54.2;110.09;0.0;997.23;66.627;44.235516;-76.48867;232.26;NaN;;9.97;51.612904;72.0;7 / 25;31518;2020-11-11 01:10:10:612
-2.7773;-2.4044;-0.149;-9.1097;1.6711;3.2236;6.3324;-4.0755;-3.3727;0.4365;0.5353;3.1409;0.0;-48.0;5.34;-17.1;93.25;-9.81;70.51;0.0;997.5;68.326;44.235516;-76.48867;232.26;NaN;;9.97;51.612904;72.0;7 / 25;32018;2020-11-11 01:10:11:112
5.0613;-1.8824;0.823;-7.2778;6.5579;0.4443;12.3392;-8.4403;0.3787;0.4908;-0.0352;-0.0764;0.0;-42.84;30.54;-5.28;125.6;-41.97;86.51;0.0;997.56;61.573;44.235523;-76.48866;232.26;NaN;;6.91;48.387096;72.0;7 / 25;32518;2020-11-11 01:10:11:612
11.5855;-10.3555;-1.5544;-8.0118;5.1806;2.2679;19.5973;-15.5361;-3.8223;-0.9864;0.1654;-0.9918;0.0;-34.44;45.84;0.36;23.04;-31.89;74.19;0.0;997.57;60.107;44.235523;-76.48866;232.26;NaN;;6.91;48.387096;72.0;7 / 25;33018;2020-11-11 01:10:12:112
0.407;3.9618;8.0487;-4.8167;-4.9689;-6.9483;6.3969;8.3537;13.9053;-0.7318;1.9902;-0.1545;0.0;-40.02;33.42;-4.08;323.71;30.44;145.27;3.1;997.5;63.961;44.23553;-76.48865;235.48;NaN;;3.13;48.387096;85.1;7 / 25;33518;2020-11-11 01:10:12:612
-0.4286;4.8955;10.0527;0.0253;-4.0158;-8.9467;-0.8417;8.5929;18.87;0.2836;-0.5784;0.2567;0.0;-29.76;1.02;-28.74;292.97;24.17;-179.84;3.1;997.51;47.205;44.23553;-76.48865;235.48;NaN;;3.13;48.387096;85.1;7 / 25;34018;2020-11-11 01:10:13:112
